pdf_path,company_year_key,qa_count,qa_count_cumulative
2022-04-09__山东天鹅棉业机械股份有限公司__603029__天鹅股份__2021年__年度报告.pdf,山东天鹅棉业机械股份有限公司#2021,1,1324
2022-03-30__山东威高骨科材料股份有限公司__688161__威高骨科__2021年__年度报告.pdf,山东威高骨科材料股份有限公司#2021,1,1325
2020-04-10__山东弘宇农机股份有限公司__002890__弘宇股份__2019年__年度报告.pdf,山东弘宇农机股份有限公司#2019,1,1326
2021-04-20__山东得利斯食品股份有限公司__002330__得利斯__2020年__年度报告.pdf,山东得利斯食品股份有限公司#2020,1,1327
2021-04-17__山东新北洋信息技术股份有限公司__002376__新北洋__2020年__年度报告.pdf,山东新北洋信息技术股份有限公司#2020,1,1328
2020-03-23__山东新华制药股份有限公司__000756__新华制药__2019年__年度报告.pdf,山东新华制药股份有限公司#2019,1,1329
2021-04-13__山东新能泰山发电股份有限公司__000720__新能泰山__2020年__年度报告.pdf,山东新能泰山发电股份有限公司#2020,1,1330
2020-03-28__山东晨鸣纸业集团股份有限公司__200488__晨鸣纸业__2019年__年度报告.pdf,山东晨鸣纸业集团股份有限公司#2019,1,1331
2022-03-26__山东民和牧业股份有限公司__002234__民和股份__2021年__年度报告.pdf,山东民和牧业股份有限公司#2021,1,1332
2020-04-02__山东海化股份有限公司__000822__山东海化__2019年__年度报告.pdf,山东海化股份有限公司#2019,1,1333
2021-04-20__山东玉龙黄金股份有限公司__601028__玉龙股份__2020年__年度报告.pdf,山东玉龙黄金股份有限公司#2020,1,1334
2020-04-14__山东玲珑轮胎股份有限公司__601966__玲珑轮胎__2019年__年度报告.pdf,山东玲珑轮胎股份有限公司#2019,1,1335
2020-04-21__山东瑞丰高分子材料股份有限公司__300243__瑞丰高材__2019年__年度报告.pdf,山东瑞丰高分子材料股份有限公司#2019,1,1336
2021-04-21__山东登海种业股份有限公司__002041__登海种业__2020年__年度报告.pdf,山东登海种业股份有限公司#2020,1,1337
2021-04-02__山东省章丘鼓风机股份有限公司__002598__山东章鼓__2020年__年度报告.pdf,山东省章丘鼓风机股份有限公司#2020,1,1338
2022-04-26__山东省药用玻璃股份有限公司__600529__山东药玻__2021年__年度报告.pdf,山东省药用玻璃股份有限公司#2021,1,1339
2022-06-28__山东美晨生态环境股份有限公司__300237__美晨生态__2020年__年度报告.pdf,山东美晨生态环境股份有限公司#2020,1,1340
2020-03-28__山东胜利股份有限公司__000407__胜利股份__2019年__年度报告.pdf,山东胜利股份有限公司#2019,1,1341
2020-03-28__山东航空股份有限公司__200152__山东航空__2019年__年度报告.pdf,山东航空股份有限公司#2019,1,1342
2020-03-31__山东豪迈机械科技股份有限公司__002595__豪迈科技__2019年__年度报告.pdf,山东豪迈机械科技股份有限公司#2019,1,1343
2021-04-20__山东赛托生物科技股份有限公司__300583__赛托生物__2020年__年度报告.pdf,山东赛托生物科技股份有限公司#2020,1,1344
2021-03-17__山东赫达集团股份有限公司__002810__山东赫达__2020年__年度报告.pdf,山东赫达集团股份有限公司#2020,1,1345
2020-03-21__山东金岭矿业股份有限公司__000655__金岭矿业__2019年__年度报告.pdf,山东金岭矿业股份有限公司#2019,1,1346
2022-04-20__山东隆华新材料股份有限公司__301149__隆华新材__2021年__年度报告.pdf,山东隆华新材料股份有限公司#2021,1,1347
2022-04-26__山东高速路桥集团股份有限公司__000498__山东路桥__2021年__年度报告.pdf,山东高速路桥集团股份有限公司#2021,1,1348
2021-03-31__山东鲁阳节能材料股份有限公司__002088__鲁阳节能__2020年__年度报告.pdf,山东鲁阳节能材料股份有限公司#2020,1,1349
2020-04-17__山东黄金矿业股份有限公司__600547__山东黄金__2019年__年度报告.pdf,山东黄金矿业股份有限公司#2019,1,1350
2021-04-17__山东龙泉管道工程股份有限公司__002671__龙泉股份__2020年__年度报告.pdf,山东龙泉管道工程股份有限公司#2020,1,1351
2020-03-26__山河智能装备股份有限公司__002097__山河智能__2019年__年度报告.pdf,山河智能装备股份有限公司#2019,1,1352
2021-04-22__山石网科通信技术股份有限公司__688030__山石网科__2020年__年度报告.pdf,山石网科通信技术股份有限公司#2020,1,1353
2022-04-26__山西兰花科技创业股份有限公司__600123__兰花科创__2021年__年度报告.pdf,山西兰花科技创业股份有限公司#2021,1,1354
2022-04-20__山西华翔集团股份有限公司__603112__华翔股份__2021年__年度报告.pdf,山西华翔集团股份有限公司#2021,1,1355
2022-06-07__山西华阳新材料股份有限公司__600281__华阳新材__2021年__年度报告.pdf,山西华阳新材料股份有限公司#2021,1,1356
2022-04-23__山西太钢不锈钢股份有限公司__000825__太钢不锈__2021年__年度报告.pdf,山西太钢不锈钢股份有限公司#2021,1,1357
2022-04-16__山西安泰集团股份有限公司__600408__安泰集团__2021年__年度报告.pdf,山西安泰集团股份有限公司#2021,1,1358
2022-03-31__山西振东制药股份有限公司__300158__振东制药__2021年__年度报告.pdf,山西振东制药股份有限公司#2021,1,1359
2022-04-28__山西杏花村汾酒厂股份有限公司__600809__山西汾酒__2021年__年度报告.pdf,山西杏花村汾酒厂股份有限公司#2021,1,1360
2022-04-28__山西美锦能源股份有限公司__000723__美锦能源__2021年__年度报告.pdf,山西美锦能源股份有限公司#2021,1,1361
2022-04-22__山西蓝焰控股股份有限公司__000968__蓝焰控股__2021年__年度报告.pdf,山西蓝焰控股股份有限公司#2021,1,1362
2021-04-20__山西证券股份有限公司__002500__山西证券__2020年__年度报告.pdf,山西证券股份有限公司#2020,1,1363
2021-02-25__山高环能集团股份有限公司__000803__山高环能__2020年__年度报告.pdf,山高环能集团股份有限公司#2020,1,1364
2020-03-31__岳阳兴长石化股份有限公司__000819__岳阳兴长__2019年__年度报告.pdf,岳阳兴长石化股份有限公司#2019,1,1365
2021-04-16__峨眉山旅游股份有限公司__000888__峨眉旅游__2020年__年度报告.pdf,峨眉山旅游股份有限公司#2020,1,1366
2021-03-30__巨力索具股份有限公司__002342__巨力索具__2020年__年度报告.pdf,巨力索具股份有限公司#2020,1,1367
2020-04-17__巨轮智能装备股份有限公司__002031__巨轮智能__2019年__年度报告.pdf,巨轮智能装备股份有限公司#2019,1,1368
2020-03-31__帝欧家居集团股份有限公司__002798__帝欧家居__2019年__年度报告.pdf,帝欧家居集团股份有限公司#2019,1,1369
2021-04-10__常州亚玛顿股份有限公司__002623__亚玛顿__2020年__年度报告.pdf,常州亚玛顿股份有限公司#2020,1,1370
2021-04-10__常州千红生化制药股份有限公司__002550__千红制药__2020年__年度报告.pdf,常州千红生化制药股份有限公司#2020,1,1371
2022-04-26__常州天晟新材料股份有限公司__300169__天晟新材__2021年__年度报告.pdf,常州天晟新材料股份有限公司#2021,1,1372
2022-04-28__常州市凯迪电器股份有限公司__605288__凯迪股份__2021年__年度报告.pdf,常州市凯迪电器股份有限公司#2021,1,1373
2022-04-29__常州神力电机股份有限公司__603819__神力股份__2021年__年度报告.pdf,常州神力电机股份有限公司#2021,1,1374
2021-04-20__常州银河世纪微电子股份有限公司__688689__银河微电__2020年__年度报告.pdf,常州银河世纪微电子股份有限公司#2020,1,1375
2020-04-11__常柴股份有限公司__200570__苏常柴__2019年__年度报告.pdf,常柴股份有限公司#2019,1,1376
2020-03-25__常熟市天银机电股份有限公司__300342__天银机电__2019年__年度报告.pdf,常熟市天银机电股份有限公司#2019,1,1377
2022-04-11__常熟市天银机电股份有限公司__300342__天银机电__2021年__年度报告.pdf,常熟市天银机电股份有限公司#2021,1,1378
2020-02-14__平安银行股份有限公司__000001__平安银行__2019年__年度报告.pdf,平安银行股份有限公司#2019,1,1379
2020-04-08__幸福蓝海影视文化集团股份有限公司__300528__幸福蓝海__2019年__年度报告.pdf,幸福蓝海影视文化集团股份有限公司#2019,1,1380
2022-04-25__广东万年青制药股份有限公司__301111__粤万年青__2021年__年度报告.pdf,广东万年青制药股份有限公司#2021,1,1381
2022-04-27__广东万里马实业股份有限公司__300591__万里马__2021年__年度报告.pdf,广东万里马实业股份有限公司#2021,1,1382
2022-04-28__广东世荣兆业股份有限公司__002016__世荣兆业__2021年__年度报告.pdf,广东世荣兆业股份有限公司#2021,1,1383
2020-04-15__广东世运电路科技股份有限公司__603920__世运电路__2019年__年度报告.pdf,广东世运电路科技股份有限公司#2019,1,1384
2021-04-22__广东东鹏控股股份有限公司__003012__东鹏控股__2020年__年度报告.pdf,广东东鹏控股股份有限公司#2020,1,1385
2020-03-31__广东中南钢铁股份有限公司__000717__中南股份__2019年__年度报告.pdf,广东中南钢铁股份有限公司#2019,1,1386
2020-04-24__广东久量股份有限公司__300808__久量股份__2019年__年度报告.pdf,广东久量股份有限公司#2019,1,1387
2022-03-19__广东乐心医疗电子股份有限公司__300562__乐心医疗__2021年__年度报告.pdf,广东乐心医疗电子股份有限公司#2021,1,1388
2021-04-24__广东九联科技股份有限公司__688609__九联科技__2020年__年度报告.pdf,广东九联科技股份有限公司#2020,1,1389
2022-04-26__广东众生药业股份有限公司__002317__众生药业__2021年__年度报告.pdf,广东众生药业股份有限公司#2021,1,1390
2021-04-22__广东依顿电子科技股份有限公司__603328__依顿电子__2020年__年度报告.pdf,广东依顿电子科技股份有限公司#2020,1,1391
2022-03-26__广东凯普生物科技股份有限公司__300639__凯普生物__2021年__年度报告.pdf,广东凯普生物科技股份有限公司#2021,1,1392
2022-04-27__广东华锋新能源科技股份有限公司__002806__华锋股份__2021年__年度报告.pdf,广东华锋新能源科技股份有限公司#2021,1,1393
2022-04-28__广东南方新媒体股份有限公司__300770__新媒股份__2021年__年度报告.pdf,广东南方新媒体股份有限公司#2021,1,1394
2020-04-16__广东原尚物流股份有限公司__603813__原尚股份__2019年__年度报告.pdf,广东原尚物流股份有限公司#2019,1,1395
2020-03-31__广东嘉元科技股份有限公司__688388__嘉元科技__2019年__年度报告.pdf,广东嘉元科技股份有限公司#2019,1,1396
2022-04-26__广东因赛品牌营销集团股份有限公司__300781__因赛集团__2021年__年度报告.pdf,广东因赛品牌营销集团股份有限公司#2021,1,1397
2021-04-09__广东坚朗五金制品股份有限公司__002791__坚朗五金__2020年__年度报告.pdf,广东坚朗五金制品股份有限公司#2020,1,1398
2021-03-16__广东塔牌集团股份有限公司__002233__塔牌集团__2020年__年度报告.pdf,广东塔牌集团股份有限公司#2020,1,1399
2020-04-16__广东天安新材料股份有限公司__603725__天安新材__2019年__年度报告.pdf,广东天安新材料股份有限公司#2019,1,1400
2021-05-06__广东太安堂药业股份有限公司__002433__太安堂__2020年__年度报告.pdf,广东太安堂药业股份有限公司#2020,1,1401
2022-04-16__广东奇德新材料股份有限公司__300995__奇德新材__2021年__年度报告.pdf,广东奇德新材料股份有限公司#2021,1,1402
2020-03-18__广东奥飞数据科技股份有限公司__300738__奥飞数据__2019年__年度报告.pdf,广东奥飞数据科技股份有限公司#2019,1,1403
2022-04-28__广东安居宝数码科技股份有限公司__300155__安居宝__2021年__年度报告.pdf,广东安居宝数码科技股份有限公司#2021,1,1404
2020-04-18__广东宏大控股集团股份有限公司__002683__广东宏大__2019年__年度报告.pdf,广东宏大控股集团股份有限公司#2019,1,1405
2020-03-28__广东宏川智慧物流股份有限公司__002930__宏川智慧__2019年__年度报告.pdf,广东宏川智慧物流股份有限公司#2019,1,1406
2021-02-03__广东宝丽华新能源股份有限公司__000690__宝新能源__2020年__年度报告.pdf,广东宝丽华新能源股份有限公司#2020,1,1407
2020-04-25__广东德美精细化工集团股份有限公司__002054__德美化工__2019年__年度报告.pdf,广东德美精细化工集团股份有限公司#2019,1,1408
2020-04-25__广东惠伦晶体科技股份有限公司__300460__惠伦晶体__2019年__年度报告.pdf,广东惠伦晶体科技股份有限公司#2019,1,1409
2022-04-25__广东惠伦晶体科技股份有限公司__300460__惠伦晶体__2021年__年度报告.pdf,广东惠伦晶体科技股份有限公司#2021,1,1410
2020-04-23__广东拓斯达科技股份有限公司__300607__拓斯达__2019年__年度报告.pdf,广东拓斯达科技股份有限公司#2019,1,1411
2022-04-27__广东拓斯达科技股份有限公司__300607__拓斯达__2021年__年度报告.pdf,广东拓斯达科技股份有限公司#2021,1,1412
2022-04-22__广东新劲刚科技股份有限公司__300629__新劲刚__2021年__年度报告.pdf,广东新劲刚科技股份有限公司#2021,1,1413
2022-04-28__广东新宝电器股份有限公司__002705__新宝股份__2021年__年度报告.pdf,广东新宝电器股份有限公司#2021,1,1414
2022-05-20__广东星徽精密制造股份有限公司__300464__星徽股份__2021年__年度报告.pdf,广东星徽精密制造股份有限公司#2021,1,1415
2021-04-28__广东格林精密部件股份有限公司__300968__格林精密__2020年__年度报告.pdf,广东格林精密部件股份有限公司#2020,1,1416
2022-04-22__广东正业科技股份有限公司__300410__正业科技__2021年__年度报告.pdf,广东正业科技股份有限公司#2021,1,1417
2020-04-14__广东水电二局股份有限公司__002060__粤水电__2019年__年度报告.pdf,广东水电二局股份有限公司#2019,1,1418
2022-04-28__广东派生智能科技股份有限公司__300176__派生科技__2021年__年度报告.pdf,广东派生智能科技股份有限公司#2021,1,1419
2021-04-20__广东海大集团股份有限公司__002311__海大集团__2020年__年度报告.pdf,广东海大集团股份有限公司#2020,1,1420
2020-03-28__广东甘化科工股份有限公司__000576__甘化科工__2019年__年度报告.pdf,广东甘化科工股份有限公司#2019,1,1421
2020-03-25__广东生益科技股份有限公司__600183__生益科技__2019年__年度报告.pdf,广东生益科技股份有限公司#2019,1,1422
2020-04-21__广东电声市场营销股份有限公司__300805__电声股份__2019年__年度报告.pdf,广东电声市场营销股份有限公司#2019,1,1423
2022-04-23__广东电声市场营销股份有限公司__300805__电声股份__2021年__年度报告.pdf,广东电声市场营销股份有限公司#2021,1,1424
2021-04-06__广东红墙新材料股份有限公司__002809__红墙股份__2020年__年度报告.pdf,广东红墙新材料股份有限公司#2020,1,1425
2022-04-27__广东纬德信息科技股份有限公司__688171__纬德信息__2021年__年度报告.pdf,广东纬德信息科技股份有限公司#2021,1,1426
2022-04-27__广东绿岛风空气系统股份有限公司__301043__绿岛风__2021年__年度报告.pdf,广东绿岛风空气系统股份有限公司#2021,1,1427
2021-04-06__广东聚石化学股份有限公司__688669__聚石化学__2020年__年度报告.pdf,广东聚石化学股份有限公司#2020,1,1428
2021-02-09__广东英联包装股份有限公司__002846__英联股份__2020年__年度报告.pdf,广东英联包装股份有限公司#2020,1,1429
2021-04-28__广东莱尔新材料科技股份有限公司__688683__莱尔科技__2020年__年度报告.pdf,广东莱尔新材料科技股份有限公司#2020,1,1430
2021-02-27__广东超华科技股份有限公司__002288__超华科技__2020年__年度报告.pdf,广东超华科技股份有限公司#2020,1,1431
2022-03-16__广东迪生力汽配股份有限公司__603335__迪生力__2021年__年度报告.pdf,广东迪生力汽配股份有限公司#2021,1,1432
2022-04-28__广东通宇通讯股份有限公司__002792__通宇通讯__2021年__年度报告.pdf,广东通宇通讯股份有限公司#2021,1,1433
2021-03-16__广东锦龙发展股份有限公司__000712__锦龙股份__2020年__年度报告.pdf,广东锦龙发展股份有限公司#2020,1,1434
2022-04-27__广东雄塑科技集团股份有限公司__300599__雄塑科技__2021年__年度报告.pdf,广东雄塑科技集团股份有限公司#2021,1,1435
2022-04-28__广东雪莱特光电科技股份有限公司__002076__雪莱特__2021年__年度报告.pdf,广东雪莱特光电科技股份有限公司#2021,1,1436
2022-04-29__广东顺威精密塑料股份有限公司__002676__顺威股份__2021年__年度报告.pdf,广东顺威精密塑料股份有限公司#2021,1,1437
2022-04-26__广东香山衡器集团股份有限公司__002870__香山股份__2021年__年度报告.pdf,广东香山衡器集团股份有限公司#2021,1,1438
2020-04-09__广东骏亚电子科技股份有限公司__603386__骏亚科技__2019年__年度报告.pdf,广东骏亚电子科技股份有限公司#2019,1,1439
2022-04-29__广东高乐股份有限公司__002348__高乐股份__2021年__年度报告.pdf,广东高乐股份有限公司#2021,1,1440
2021-04-20__广东鸿图科技股份有限公司__002101__广东鸿图__2020年__年度报告.pdf,广东鸿图科技股份有限公司#2020,1,1441
2022-04-20__广博集团股份有限公司__002103__广博股份__2021年__年度报告.pdf,广博集团股份有限公司#2021,1,1442
2020-03-28__广发证券股份有限公司__000776__广发证券__2019年__年度报告.pdf,广发证券股份有限公司#2019,1,1443
2020-04-25__广州中海达卫星导航技术股份有限公司__300177__中海达__2019年__年度报告.pdf,广州中海达卫星导航技术股份有限公司#2019,1,1444
2022-04-27__广州中海达卫星导航技术股份有限公司__300177__中海达__2021年__年度报告.pdf,广州中海达卫星导航技术股份有限公司#2021,1,1445
2020-04-18__广州发展集团股份有限公司__600098__广州发展__2019年__年度报告.pdf,广州发展集团股份有限公司#2019,1,1446
2021-04-15__广州发展集团股份有限公司__600098__广州发展__2020年__年度报告.pdf,广州发展集团股份有限公司#2020,1,1447
2021-03-25__广州天赐高新材料股份有限公司__002709__天赐材料__2020年__年度报告.pdf,广州天赐高新材料股份有限公司#2020,1,1448
2022-04-02__广州安必平医药科技股份有限公司__688393__安必平__2021年__年度报告.pdf,广州安必平医药科技股份有限公司#2021,1,1449
2020-04-18__广州尚品宅配家居股份有限公司__300616__尚品宅配__2019年__年度报告.pdf,广州尚品宅配家居股份有限公司#2019,1,1450
2022-04-28__广州尚品宅配家居股份有限公司__300616__尚品宅配__2021年__年度报告.pdf,广州尚品宅配家居股份有限公司#2021,1,1451
2022-05-17__广州山水比德设计股份有限公司__300844__山水比德__2021年__年度报告.pdf,广州山水比德设计股份有限公司#2021,1,1452
2021-04-20__广州岭南集团控股股份有限公司__000524__岭南控股__2020年__年度报告.pdf,广州岭南集团控股股份有限公司#2020,1,1453
2020-04-02__广州市嘉诚国际物流股份有限公司__603535__嘉诚国际__2019年__年度报告.pdf,广州市嘉诚国际物流股份有限公司#2019,1,1454
2020-04-15__广州市广百股份有限公司__002187__广百股份__2019年__年度报告.pdf,广州市广百股份有限公司#2019,1,1455
2022-09-28__广州市昊志机电股份有限公司__300503__昊志机电__2021年__年度报告.pdf,广州市昊志机电股份有限公司#2021,1,1456
2022-04-27__广州市浩洋电子股份有限公司__300833__浩洋股份__2021年__年度报告.pdf,广州市浩洋电子股份有限公司#2021,1,1457
2020-04-10__广州广哈通信股份有限公司__300711__广哈通信__2019年__年度报告.pdf,广州广哈通信股份有限公司#2019,1,1458
2023-06-09__广州御银科技股份有限公司__002177__御银股份__2021年__年度报告.pdf,广州御银科技股份有限公司#2021,1,1459
2020-04-18__广州恒运企业集团股份有限公司__000531__恒运集团__2019年__年度报告.pdf,广州恒运企业集团股份有限公司#2019,1,1460
2021-03-05__广州毅昌科技股份有限公司__002420__毅昌科技__2020年__年度报告.pdf,广州毅昌科技股份有限公司#2020,1,1461
2020-03-28__广州海格通信集团股份有限公司__002465__海格通信__2019年__年度报告.pdf,广州海格通信集团股份有限公司#2019,1,1462
2020-03-31__广州海鸥住宅工业股份有限公司__002084__海鸥住工__2019年__年度报告.pdf,广州海鸥住宅工业股份有限公司#2019,1,1463
2021-04-10__广州港股份有限公司__601228__广州港__2020年__年度报告.pdf,广州港股份有限公司#2020,1,1464
2022-04-09__广州白云国际机场股份有限公司__600004__白云机场__2021年__年度报告.pdf,广州白云国际机场股份有限公司#2021,1,1465
2020-04-14__广州维力医疗器械股份有限公司__603309__维力医疗__2019年__年度报告.pdf,广州维力医疗器械股份有限公司#2019,1,1466
2022-04-27__广州航新航空科技股份有限公司__300424__航新科技__2021年__年度报告.pdf,广州航新航空科技股份有限公司#2021,1,1467
2022-04-20__广州视源电子科技股份有限公司__002841__视源股份__2021年__年度报告.pdf,广州视源电子科技股份有限公司#2021,1,1468
2022-04-28__广州赛意信息科技股份有限公司__300687__赛意信息__2021年__年度报告.pdf,广州赛意信息科技股份有限公司#2021,1,1469
2020-02-29__广州越秀资本控股集团股份有限公司__000987__越秀资本__2019年__年度报告.pdf,广州越秀资本控股集团股份有限公司#2019,1,1470
2021-03-31__广州达安基因股份有限公司__002030__达安基因__2020年__年度报告.pdf,广州达安基因股份有限公司#2020,1,1471
2022-04-27__广州迪森热能技术股份有限公司__300335__迪森股份__2021年__年度报告.pdf,广州迪森热能技术股份有限公司#2021,1,1472
2021-04-09__广州通达汽车电气股份有限公司__603390__通达电气__2020年__年度报告.pdf,广州通达汽车电气股份有限公司#2020,1,1473
2021-05-14__广州酒家集团股份有限公司__603043__广州酒家__2020年__年度报告.pdf,广州酒家集团股份有限公司#2020,1,1474
2020-04-10__广州金逸影视传媒股份有限公司__002905__金逸影视__2019年__年度报告.pdf,广州金逸影视传媒股份有限公司#2019,1,1475
2020-04-25__广州高澜节能技术股份有限公司__300499__高澜股份__2019年__年度报告.pdf,广州高澜节能技术股份有限公司#2019,1,1476
2022-04-28__广州鹏辉能源科技股份有限公司__300438__鹏辉能源__2021年__年度报告.pdf,广州鹏辉能源科技股份有限公司#2021,1,1477
2020-03-28__广晟有色金属股份有限公司__600259__广晟有色__2019年__年度报告.pdf,广晟有色金属股份有限公司#2019,1,1478
2020-03-25__广汇物流股份有限公司__600603__广汇物流__2019年__年度报告.pdf,广汇物流股份有限公司#2019,1,1479
2020-03-27__广电计量检测集团股份有限公司__002967__广电计量__2019年__年度报告.pdf,广电计量检测集团股份有限公司#2019,1,1480
2022-03-19__广联航空工业股份有限公司__300900__广联航空__2021年__年度报告.pdf,广联航空工业股份有限公司#2021,1,1481
2020-03-31__广西五洲交通股份有限公司__600368__五洲交通__2019年__年度报告.pdf,广西五洲交通股份有限公司#2019,1,1482
2021-04-20__广西博世科环保科技股份有限公司__300422__博世科__2020年__年度报告.pdf,广西博世科环保科技股份有限公司#2020,1,1483
2021-03-30__广西柳药集团股份有限公司__603368__柳药集团__2020年__年度报告.pdf,广西柳药集团股份有限公司#2020,1,1484
2023-01-31__广西桂东电力股份有限公司__600310__桂东电力__2019年__年度报告.pdf,广西桂东电力股份有限公司#2019,1,1485
2020-04-18__广西桂冠电力股份有限公司__600236__桂冠电力__2019年__年度报告.pdf,广西桂冠电力股份有限公司#2019,1,1486
2020-04-29__广西梧州中恒集团股份有限公司__600252__中恒集团__2019年__年度报告.pdf,广西梧州中恒集团股份有限公司#2019,1,1487
2021-04-21__广西绿城水务股份有限公司__601368__绿城水务__2020年__年度报告.pdf,广西绿城水务股份有限公司#2020,1,1488
2020-03-31__康力电梯股份有限公司__002367__康力电梯__2019年__年度报告.pdf,康力电梯股份有限公司#2019,1,1489
2021-04-10__康平科技苏州股份有限公司__300907__康平科技__2020年__年度报告.pdf,康平科技(苏州)股份有限公司#2020,1,1490
2022-04-02__康欣新材料股份有限公司__600076__康欣新材__2021年__年度报告.pdf,康欣新材料股份有限公司#2021,1,1491
2021-04-16__康泰医学系统秦皇岛股份有限公司__300869__康泰医学__2020年__年度报告.pdf,康泰医学系统(秦皇岛)股份有限公司#2020,1,1492
2020-03-30__康龙化成北京新药技术股份有限公司__300759__康龙化成__2019年__年度报告.pdf,康龙化成(北京)新药技术股份有限公司#2019,1,1493
2022-03-28__康龙化成北京新药技术股份有限公司__300759__康龙化成__2021年__年度报告.pdf,康龙化成北京新药技术股份有限公司#2021,1,1494
2021-04-10__建发合诚工程咨询股份有限公司__603909__建发合诚__2020年__年度报告.pdf,建发合诚工程咨询股份有限公司#2020,1,1495
2022-04-26__开勒环境科技上海股份有限公司__301070__开勒股份__2021年__年度报告.pdf,开勒环境科技(上海)股份有限公司#2021,1,1496
2021-04-15__开山集团股份有限公司__300257__开山股份__2020年__年度报告.pdf,开山集团股份有限公司#2020,1,1497
2022-07-06__开能健康科技集团股份有限公司__300272__开能健康__2021年__年度报告.pdf,开能健康科技集团股份有限公司#2021,1,1498
2020-03-28__弘元绿色能源股份有限公司__603185__弘元绿能__2019年__年度报告.pdf,弘元绿色能源股份有限公司#2019,1,1499
2021-03-16__张家港保税科技集团股份有限公司__600794__保税科技__2020年__年度报告.pdf,张家港保税科技(集团)股份有限公司#2020,1,1500
2020-03-31__张家港广大特材股份有限公司__688186__广大特材__2019年__年度报告.pdf,张家港广大特材股份有限公司#2019,1,1501
2022-04-28__张家港海锅新能源装备股份有限公司__301063__海锅股份__2021年__年度报告.pdf,张家港海锅新能源装备股份有限公司#2021,1,1502
2022-03-15__张小泉股份有限公司__301055__张小泉__2021年__年度报告.pdf,张小泉股份有限公司#2021,1,1503
2021-04-16__彩虹显示器件股份有限公司__600707__彩虹股份__2020年__年度报告.pdf,彩虹显示器件股份有限公司#2020,1,1504
2020-04-16__彩讯科技股份有限公司__300634__彩讯股份__2019年__年度报告.pdf,彩讯科技股份有限公司#2019,1,1505
2022-04-19__徐工集团工程机械股份有限公司__000425__徐工机械__2021年__年度报告.pdf,徐工集团工程机械股份有限公司#2021,1,1506
2021-04-20__德华兔宝宝装饰新材股份有限公司__002043__兔宝宝__2020年__年度报告.pdf,德华兔宝宝装饰新材股份有限公司#2020,1,1507
2020-04-09__德艺文化创意集团股份有限公司__300640__德艺文创__2019年__年度报告.pdf,德艺文化创意集团股份有限公司#2019,1,1508
2023-01-21__德邦物流股份有限公司__603056__德邦股份__2021年__年度报告.pdf,德邦物流股份有限公司#2021,1,1509
2021-03-26__德马科技集团股份有限公司__688360__德马科技__2020年__年度报告.pdf,德马科技集团股份有限公司#2020,1,1510
2022-04-15__德龙汇能集团股份有限公司__000593__德龙汇能__2021年__年度报告.pdf,德龙汇能集团股份有限公司#2021,1,1511
2020-04-16__志邦家居股份有限公司__603801__志邦家居__2019年__年度报告.pdf,志邦家居股份有限公司#2019,1,1512
2020-04-03__快意电梯股份有限公司__002774__快意电梯__2019年__年度报告.pdf,快意电梯股份有限公司#2019,1,1513
2020-03-31__怀集登云汽配股份有限公司__002715__登云股份__2019年__年度报告.pdf,怀集登云汽配股份有限公司#2019,1,1514
2022-03-14__思瑞浦微电子科技苏州股份有限公司__688536__思瑞浦__2021年__年度报告.pdf,思瑞浦微电子科技苏州股份有限公司#2021,1,1515
2020-04-11__恒天凯马股份有限公司__900953__凯马股份__2019年__年度报告.pdf,恒天凯马股份有限公司#2019,1,1516
2022-04-15__恒玄科技上海股份有限公司__688608__恒玄科技__2021年__年度报告.pdf,恒玄科技(上海)股份有限公司#2021,1,1517
2022-03-31__恒生电子股份有限公司__600570__恒生电子__2021年__年度报告.pdf,恒生电子股份有限公司#2021,1,1518
2023-04-27__恒立实业发展集团股份有限公司__000622__恒立实业__2020年__年度报告.pdf,恒立实业发展集团股份有限公司#2020,1,1519
2020-04-25__恒通物流股份有限公司__603223__恒通股份__2019年__年度报告.pdf,恒通物流股份有限公司#2019,1,1520
2021-03-31__恒通物流股份有限公司__603223__恒通股份__2020年__年度报告.pdf,恒通物流股份有限公司#2020,1,1521
2021-04-20__恒逸石化股份有限公司__000703__恒逸石化__2020年__年度报告.pdf,恒逸石化股份有限公司#2020,1,1522
2022-04-26__恒银金融科技股份有限公司__603106__恒银科技__2021年__年度报告.pdf,恒银金融科技股份有限公司#2021,1,1523
2020-03-31__恒锋工具股份有限公司__300488__恒锋工具__2019年__年度报告.pdf,恒锋工具股份有限公司#2019,1,1524
2022-04-29__恺英网络股份有限公司__002517__恺英网络__2021年__年度报告.pdf,恺英网络股份有限公司#2021,1,1525
2020-04-10__惠州中京电子科技股份有限公司__002579__中京电子__2019年__年度报告.pdf,惠州中京电子科技股份有限公司#2019,1,1526
2022-04-25__惠州光弘科技股份有限公司__300735__光弘科技__2021年__年度报告.pdf,惠州光弘科技股份有限公司#2021,1,1527
2021-04-14__惠州市德赛西威汽车电子股份有限公司__002920__德赛西威__2020年__年度报告.pdf,惠州市德赛西威汽车电子股份有限公司#2020,1,1528
2022-04-25__成都唐源电气股份有限公司__300789__唐源电气__2021年__年度报告.pdf,成都唐源电气股份有限公司#2021,1,1529
2022-03-15__成都国光电气股份有限公司__688776__国光电气__2021年__年度报告.pdf,成都国光电气股份有限公司#2021,1,1530
