status,master_id,company,company_norm,year,key,report_names,report_paths,question
matched,2561,四川路桥建设集团股份有限公司,四川路桥建设集团股份有限公司,2020,四川路桥建设集团股份有限公司#2020,2021-06-09__四川路桥建设集团股份有限公司__600039__四川路桥__2020年__年度报告.pdf,data/2021-06-09__四川路桥建设集团股份有限公司__600039__四川路桥__2020年__年度报告.pdf,四川路桥建设集团股份有限公司2020年销售费用是多少元?
matched,2566,长白山旅游股份有限公司,长白山旅游股份有限公司,2019,长白山旅游股份有限公司#2019,2020-04-16__长白山旅游股份有限公司__603099__长白山__2019年__年度报告.pdf,data/2020-04-16__长白山旅游股份有限公司__603099__长白山__2019年__年度报告.pdf,长白山2019年的电子信箱是什么？
matched,2570,海默科技(集团)股份有限公司,海默科技集团股份有限公司,2020,海默科技集团股份有限公司#2020,2021-04-17__海默科技集团股份有限公司__300084__海默科技__2020年__年度报告.pdf,data/2021-04-17__海默科技集团股份有限公司__300084__海默科技__2020年__年度报告.pdf,海默科技(集团)股份有限公司2020年研发费用是多少元?
matched,2571,北京动力源科技股份有限公司,北京动力源科技股份有限公司,2021,北京动力源科技股份有限公司#2021,2022-04-29__北京动力源科技股份有限公司__600405__动力源__2021年__年度报告.pdf,data/2022-04-29__北京动力源科技股份有限公司__600405__动力源__2021年__年度报告.pdf,2021年动力源期末现金及现金等价物余额是多少元?
matched,2574,虹软科技股份有限公司,虹软科技股份有限公司,2021,虹软科技股份有限公司#2021,2022-04-28__虹软科技股份有限公司__688088__虹软科技__2021年__年度报告.pdf,data/2022-04-28__虹软科技股份有限公司__688088__虹软科技__2021年__年度报告.pdf,虹软科技股份有限公司2021年其他非流动金融资产是多少元?
matched,2576,宁波江丰电子材料股份有限公司,宁波江丰电子材料股份有限公司,2020,宁波江丰电子材料股份有限公司#2020,2021-04-16__宁波江丰电子材料股份有限公司__300666__江丰电子__2020年__年度报告.pdf,data/2021-04-16__宁波江丰电子材料股份有限公司__300666__江丰电子__2020年__年度报告.pdf,江丰电子在2020年的研发费用是多少元？
matched,2577,杭州华光焊接新材料股份有限公司,杭州华光焊接新材料股份有限公司,2021,杭州华光焊接新材料股份有限公司#2021,2022-06-07__杭州华光焊接新材料股份有限公司__688379__华光新材__2021年__年度报告.pdf,data/2022-06-07__杭州华光焊接新材料股份有限公司__688379__华光新材__2021年__年度报告.pdf,2021年杭州华光焊接新材料股份有限公司货币资金是多少元?
matched,2578,康泰医学系统(秦皇岛)股份有限公司,康泰医学系统秦皇岛股份有限公司,2020,康泰医学系统秦皇岛股份有限公司#2020,2021-04-16__康泰医学系统秦皇岛股份有限公司__300869__康泰医学__2020年__年度报告.pdf,data/2021-04-16__康泰医学系统秦皇岛股份有限公司__300869__康泰医学__2020年__年度报告.pdf,康泰医学系统(秦皇岛)股份有限公司2020年的营业税金及附加是多少元？
matched,2582,福建七匹狼实业股份有限公司,福建七匹狼实业股份有限公司,2019,福建七匹狼实业股份有限公司#2019,2020-04-18__福建七匹狼实业股份有限公司__002029__七匹狼__2019年__年度报告.pdf,data/2020-04-18__福建七匹狼实业股份有限公司__002029__七匹狼__2019年__年度报告.pdf,七匹狼2019年博士及以上人数是多少？
matched,2583,成都旭光电子股份有限公司,成都旭光电子股份有限公司,2020,成都旭光电子股份有限公司#2020,2021-04-22__成都旭光电子股份有限公司__600353__旭光电子__2020年__年度报告.pdf,data/2021-04-22__成都旭光电子股份有限公司__600353__旭光电子__2020年__年度报告.pdf,成都旭光电子股份有限公司2020年利润总额是多少元?
matched,2585,山东英科环保再生资源股份有限公司,山东英科环保再生资源股份有限公司,2021,山东英科环保再生资源股份有限公司#2021,2022-04-15__山东英科环保再生资源股份有限公司__688087__英科再生__2021年__年度报告.pdf,data/2022-04-15__山东英科环保再生资源股份有限公司__688087__英科再生__2021年__年度报告.pdf,山东英科环保再生资源股份有限公司2021年营业成本是多少元?
matched,2586,亿帆医药股份有限公司,亿帆医药股份有限公司,2019,亿帆医药股份有限公司#2019,2020-04-15__亿帆医药股份有限公司__002019__亿帆医药__2019年__年度报告.pdf,data/2020-04-15__亿帆医药股份有限公司__002019__亿帆医药__2019年__年度报告.pdf,请问2019年亿帆医药股份有限公司的电子邮箱是什么？
matched,2587,学大(厦门)教育科技集团股份有限公司,学大厦门教育科技集团股份有限公司,2020,学大厦门教育科技集团股份有限公司#2020,2021-04-20__学大厦门教育科技集团股份有限公司__000526__学大教育__2020年__年度报告.pdf,data/2021-04-20__学大厦门教育科技集团股份有限公司__000526__学大教育__2020年__年度报告.pdf,2020年学大(厦门)教育科技集团股份有限公司销售费用是多少元?
matched,2598,上海新世界股份有限公司,上海新世界股份有限公司,2019,上海新世界股份有限公司#2019,2020-04-17__上海新世界股份有限公司__600628__新世界__2019年__年度报告.pdf,data/2020-04-17__上海新世界股份有限公司__600628__新世界__2019年__年度报告.pdf,上海新世界股份有限公司2019年电子信箱是什么?
matched,2600,北京中科金财科技股份有限公司,北京中科金财科技股份有限公司,2021,北京中科金财科技股份有限公司#2021,2022-04-23__北京中科金财科技股份有限公司__002657__中科金财__2021年__年度报告.pdf,data/2022-04-23__北京中科金财科技股份有限公司__002657__中科金财__2021年__年度报告.pdf,请问，2021年中科金财的资产总计是多少元？
matched,2602,浙江一鸣食品股份有限公司,浙江一鸣食品股份有限公司,2020,浙江一鸣食品股份有限公司#2020,2021-04-17__浙江一鸣食品股份有限公司__605179__一鸣食品__2020年__年度报告.pdf,data/2021-04-17__浙江一鸣食品股份有限公司__605179__一鸣食品__2020年__年度报告.pdf,2020年一鸣食品营业税金及附加是多少元?
matched,2606,江苏泰慕士针纺科技股份有限公司,江苏泰慕士针纺科技股份有限公司,2021,江苏泰慕士针纺科技股份有限公司#2021,2022-04-25__江苏泰慕士针纺科技股份有限公司__001234__泰慕士__2021年__年度报告.pdf,data/2022-04-25__江苏泰慕士针纺科技股份有限公司__001234__泰慕士__2021年__年度报告.pdf,泰慕士在2021年的负债合计是多少元？
matched,2607,三盛智慧教育科技股份有限公司,三盛智慧教育科技股份有限公司,2020,三盛智慧教育科技股份有限公司#2020,2022-04-29__三盛智慧教育科技股份有限公司__300282__三盛教育__2020年__年度报告.pdf,data/2022-04-29__三盛智慧教育科技股份有限公司__300282__三盛教育__2020年__年度报告.pdf,三盛教育2020年综合收益总额是多少元?
matched,2608,杭州微光电子股份有限公司,杭州微光电子股份有限公司,2019,杭州微光电子股份有限公司#2019,2020-03-19__杭州微光电子股份有限公司__002801__微光股份__2019年__年度报告.pdf,data/2020-03-19__杭州微光电子股份有限公司__002801__微光股份__2019年__年度报告.pdf,2019年，杭州微光电子股份有限公司的证券简称是什么?
matched,2609,浙江中胤时尚股份有限公司,浙江中胤时尚股份有限公司,2020,浙江中胤时尚股份有限公司#2020,2021-04-15__浙江中胤时尚股份有限公司__300901__中胤时尚__2020年__年度报告.pdf,data/2021-04-15__浙江中胤时尚股份有限公司__300901__中胤时尚__2020年__年度报告.pdf,浙江中胤时尚股份有限公司2020年的营业收入是多少元？
matched,2610,中粮糖业控股股份有限公司,中粮糖业控股股份有限公司,2020,中粮糖业控股股份有限公司#2020,2021-04-20__中粮糖业控股股份有限公司__600737__中粮糖业__2020年__年度报告.pdf,data/2021-04-20__中粮糖业控股股份有限公司__600737__中粮糖业__2020年__年度报告.pdf,根据2020年年报数据，中粮糖业控股股份有限公司的销售费用是多少元?
matched,2613,深圳市利和兴股份有限公司,深圳市利和兴股份有限公司,2021,深圳市利和兴股份有限公司#2021,2022-04-26__深圳市利和兴股份有限公司__301013__利和兴__2021年__年度报告.pdf,data/2022-04-26__深圳市利和兴股份有限公司__301013__利和兴__2021年__年度报告.pdf,利和兴在2021年的固定资产是多少元?
matched,2615,南华期货股份有限公司,南华期货股份有限公司,2020,南华期货股份有限公司#2020,2021-03-16__南华期货股份有限公司__603093__南华期货__2020年__年度报告.pdf,data/2021-03-16__南华期货股份有限公司__603093__南华期货__2020年__年度报告.pdf,南华期货股份有限公司2020年利息支出是多少元?
matched,2622,深圳市力合科创股份有限公司,深圳市力合科创股份有限公司,2019,深圳市力合科创股份有限公司#2019,2020-03-25__深圳市力合科创股份有限公司__002243__力合科创__2019年__年度报告.pdf,data/2020-03-25__深圳市力合科创股份有限公司__002243__力合科创__2019年__年度报告.pdf,2019年深圳市力合科创股份有限公司的职工总数是多少？
matched,2623,北京歌华有线电视网络股份有限公司,北京歌华有线电视网络股份有限公司,2021,北京歌华有线电视网络股份有限公司#2021,2022-04-16__北京歌华有线电视网络股份有限公司__600037__歌华有线__2021年__年度报告.pdf,data/2022-04-16__北京歌华有线电视网络股份有限公司__600037__歌华有线__2021年__年度报告.pdf,北京歌华有线电视网络股份有限公司2021年营业成本是多少元?
matched,2624,中国重汽集团济南卡车股份有限公司,中国重汽集团济南卡车股份有限公司,2019,中国重汽集团济南卡车股份有限公司#2019,2020-04-01__中国重汽集团济南卡车股份有限公司__000951__中国重汽__2019年__年度报告.pdf,data/2020-04-01__中国重汽集团济南卡车股份有限公司__000951__中国重汽__2019年__年度报告.pdf,请提供中国重汽集团济南卡车股份有限公司2019年的注册地址。
matched,2629,威腾电气集团股份有限公司,威腾电气集团股份有限公司,2021,威腾电气集团股份有限公司#2021,2022-04-26__威腾电气集团股份有限公司__688226__威腾电气__2021年__年度报告.pdf,data/2022-04-26__威腾电气集团股份有限公司__688226__威腾电气__2021年__年度报告.pdf,请问，威腾电气集团股份有限公司在2021年的货币资金是多少元?
matched,2632,森林包装集团股份有限公司,森林包装集团股份有限公司,2021,森林包装集团股份有限公司#2021,2022-04-26__森林包装集团股份有限公司__605500__森林包装__2021年__年度报告.pdf,data/2022-04-26__森林包装集团股份有限公司__605500__森林包装__2021年__年度报告.pdf,森林包装2021年负债合计是多少元?
matched,2634,广东新劲刚科技股份有限公司,广东新劲刚科技股份有限公司,2021,广东新劲刚科技股份有限公司#2021,2022-04-22__广东新劲刚科技股份有限公司__300629__新劲刚__2021年__年度报告.pdf,data/2022-04-22__广东新劲刚科技股份有限公司__300629__新劲刚__2021年__年度报告.pdf,新劲刚2021年公允价值变动收益是多少元?
matched,2637,扬州晨化新材料股份有限公司,扬州晨化新材料股份有限公司,2021,扬州晨化新材料股份有限公司#2021,2022-04-23__扬州晨化新材料股份有限公司__300610__晨化股份__2021年__年度报告.pdf,data/2022-04-23__扬州晨化新材料股份有限公司__300610__晨化股份__2021年__年度报告.pdf,2021年扬州晨化新材料股份有限公司资产总计是多少元？
matched,2639,欢乐家食品集团股份有限公司,欢乐家食品集团股份有限公司,2021,欢乐家食品集团股份有限公司#2021,2022-03-29__欢乐家食品集团股份有限公司__300997__欢乐家__2021年__年度报告.pdf,data/2022-03-29__欢乐家食品集团股份有限公司__300997__欢乐家__2021年__年度报告.pdf,欢乐家2021年每股净资产是多少元?
matched,2640,中煤新集能源股份有限公司,中煤新集能源股份有限公司,2020,中煤新集能源股份有限公司#2020,2021-03-25__中煤新集能源股份有限公司__601918__新集能源__2020年__年度报告.pdf,data/2021-03-25__中煤新集能源股份有限公司__601918__新集能源__2020年__年度报告.pdf,中煤新集能源股份有限公司2020年的投资收益是多少元？
matched,2642,西藏华钰矿业股份有限公司,西藏华钰矿业股份有限公司,2021,西藏华钰矿业股份有限公司#2021,2022-04-29__西藏华钰矿业股份有限公司__601020__华钰矿业__2021年__年度报告.pdf,data/2022-04-29__西藏华钰矿业股份有限公司__601020__华钰矿业__2021年__年度报告.pdf,在2021年，华钰矿业收回的投资收到的现金是多少元?
matched,2643,江苏日盈电子股份有限公司,江苏日盈电子股份有限公司,2021,江苏日盈电子股份有限公司#2021,2022-04-28__江苏日盈电子股份有限公司__603286__日盈电子__2021年__年度报告.pdf,data/2022-04-28__江苏日盈电子股份有限公司__603286__日盈电子__2021年__年度报告.pdf,2021年日盈电子应收款项融资是多少元?
matched,2644,上海三毛企业(集团)股份有限公司,上海三毛企业集团股份有限公司,2020,上海三毛企业集团股份有限公司#2020,2021-04-21__上海三毛企业集团股份有限公司__600689__上海三毛__2020年__年度报告.pdf,data/2021-04-21__上海三毛企业集团股份有限公司__600689__上海三毛__2020年__年度报告.pdf,上海三毛企业(集团)股份有限公司2020年综合收益总额是多少元?
matched,2646,福莱特玻璃集团股份有限公司,福莱特玻璃集团股份有限公司,2019,福莱特玻璃集团股份有限公司#2019,2020-04-20__福莱特玻璃集团股份有限公司__601865__福莱特__2019年__年度报告.pdf,data/2020-04-20__福莱特玻璃集团股份有限公司__601865__福莱特__2019年__年度报告.pdf,福莱特玻璃集团股份有限公司在2019年的研发人员数是多少？
matched,2648,浙江浙能电力股份有限公司,浙江浙能电力股份有限公司,2021,浙江浙能电力股份有限公司#2021,2022-05-05__浙江浙能电力股份有限公司__600023__浙能电力__2021年__年度报告.pdf,data/2022-05-05__浙江浙能电力股份有限公司__600023__浙能电力__2021年__年度报告.pdf,2021年浙江浙能电力股份有限公司衍生金融资产是多少元?
matched,2650,甘源食品股份有限公司,甘源食品股份有限公司,2020,甘源食品股份有限公司#2020,2021-04-15__甘源食品股份有限公司__002991__甘源食品__2020年__年度报告.pdf,data/2021-04-15__甘源食品股份有限公司__002991__甘源食品__2020年__年度报告.pdf,甘源食品在2020年的营业税金及附加总额是多少元?
matched,2652,锐奇控股股份有限公司,锐奇控股股份有限公司,2021,锐奇控股股份有限公司#2021,2022-04-29__锐奇控股股份有限公司__300126__锐奇股份__2021年__年度报告.pdf,data/2022-04-29__锐奇控股股份有限公司__300126__锐奇股份__2021年__年度报告.pdf,在2021年，锐奇股份收回投资收到的现金是多少元?
matched,2660,上海电气集团股份有限公司,上海电气集团股份有限公司,2019,上海电气集团股份有限公司#2019,2020-04-16__上海电气集团股份有限公司__601727__上海电气__2019年__年度报告.pdf,data/2020-04-16__上海电气集团股份有限公司__601727__上海电气__2019年__年度报告.pdf,上海电气2019年利息收入是多少元?
matched,2665,江西日月明测控科技股份有限公司,江西日月明测控科技股份有限公司,2020,江西日月明测控科技股份有限公司#2020,2021-04-22__江西日月明测控科技股份有限公司__300906__日月明__2020年__年度报告.pdf,data/2021-04-22__江西日月明测控科技股份有限公司__300906__日月明__2020年__年度报告.pdf,江西日月明测控科技股份有限公司在2020年的利润总额是多少元？
matched,2666,苏州宝丽迪材料科技股份有限公司,苏州宝丽迪材料科技股份有限公司,2020,苏州宝丽迪材料科技股份有限公司#2020,2021-04-08__苏州宝丽迪材料科技股份有限公司__300905__宝丽迪__2020年__年度报告.pdf,data/2021-04-08__苏州宝丽迪材料科技股份有限公司__300905__宝丽迪__2020年__年度报告.pdf,2020年苏州宝丽迪材料科技股份有限公司营业外支出是多少元?
matched,2667,莱绅通灵珠宝股份有限公司,莱绅通灵珠宝股份有限公司,2021,莱绅通灵珠宝股份有限公司#2021,2022-04-28__莱绅通灵珠宝股份有限公司__603900__莱绅通灵__2021年__年度报告.pdf,data/2022-04-28__莱绅通灵珠宝股份有限公司__603900__莱绅通灵__2021年__年度报告.pdf,2021年莱绅通灵应付职工薪酬是多少元?
matched,2668,金通灵科技集团股份有限公司,金通灵科技集团股份有限公司,2021,金通灵科技集团股份有限公司#2021,2022-04-27__金通灵科技集团股份有限公司__300091__金通灵__2021年__年度报告.pdf,data/2022-04-27__金通灵科技集团股份有限公司__300091__金通灵__2021年__年度报告.pdf,2021年金通灵科技集团股份有限公司的固定资产是多少元?
matched,2670,深圳市建筑科学研究院股份有限公司,深圳市建筑科学研究院股份有限公司,2020,深圳市建筑科学研究院股份有限公司#2020,2021-03-31__深圳市建筑科学研究院股份有限公司__300675__建科院__2020年__年度报告.pdf,data/2021-03-31__深圳市建筑科学研究院股份有限公司__300675__建科院__2020年__年度报告.pdf,2020年建科院净利润是多少元?
matched,2673,拉卡拉支付股份有限公司,拉卡拉支付股份有限公司,2019,拉卡拉支付股份有限公司#2019,2020-04-10__拉卡拉支付股份有限公司__300773__拉卡拉__2019年__年度报告.pdf,data/2020-04-10__拉卡拉支付股份有限公司__300773__拉卡拉__2019年__年度报告.pdf,拉卡拉2019年硕士人数是什么?
matched,2675,广东东鹏控股股份有限公司,广东东鹏控股股份有限公司,2020,广东东鹏控股股份有限公司#2020,2021-04-22__广东东鹏控股股份有限公司__003012__东鹏控股__2020年__年度报告.pdf,data/2021-04-22__广东东鹏控股股份有限公司__003012__东鹏控股__2020年__年度报告.pdf,2020年东鹏控股利润总额是多少元?
matched,2676,盛美半导体设备(上海)股份有限公司,盛美半导体设备上海股份有限公司,2021,盛美半导体设备上海股份有限公司#2021,2022-03-02__盛美半导体设备上海股份有限公司__688082__盛美上海__2021年__年度报告.pdf,data/2022-03-02__盛美半导体设备上海股份有限公司__688082__盛美上海__2021年__年度报告.pdf,盛美上海2021年资产总计是多少元?
matched,2677,中航电测仪器股份有限公司,中航电测仪器股份有限公司,2020,中航电测仪器股份有限公司#2020,2021-03-17__中航电测仪器股份有限公司__300114__中航电测__2020年__年度报告.pdf,data/2021-03-17__中航电测仪器股份有限公司__300114__中航电测__2020年__年度报告.pdf,中航电测仪器股份有限公司在2020年的所得税费用是多少元？
matched,2679,视觉(中国)文化发展股份有限公司,视觉中国文化发展股份有限公司,2021,视觉中国文化发展股份有限公司#2021,2022-04-28__视觉中国文化发展股份有限公司__000681__视觉中国__2021年__年度报告.pdf,data/2022-04-28__视觉中国文化发展股份有限公司__000681__视觉中国__2021年__年度报告.pdf,视觉（中国）文化发展股份有限公司在2021年的其他非流动金融资产是多少元？
matched,2686,中国神华能源股份有限公司,中国神华能源股份有限公司,2019,中国神华能源股份有限公司#2019,2020-03-28__中国神华能源股份有限公司__601088__中国神华__2019年__年度报告.pdf,data/2020-03-28__中国神华能源股份有限公司__601088__中国神华__2019年__年度报告.pdf,请问，在2019年中国神华的法定代表人是谁?
matched,2687,中钢天源股份有限公司,中钢天源股份有限公司,2021,中钢天源股份有限公司#2021,2022-04-20__中钢天源股份有限公司__002057__中钢天源__2021年__年度报告.pdf,data/2022-04-20__中钢天源股份有限公司__002057__中钢天源__2021年__年度报告.pdf,2021年中钢天源股份有限公司营业利润是多少元?
matched,2688,广州酒家集团股份有限公司,广州酒家集团股份有限公司,2020,广州酒家集团股份有限公司#2020,2021-05-14__广州酒家集团股份有限公司__603043__广州酒家__2020年__年度报告.pdf,data/2021-05-14__广州酒家集团股份有限公司__603043__广州酒家__2020年__年度报告.pdf,2020年广州酒家集团股份有限公司的营业收入是多少元？
matched,2689,湖北祥源新材科技股份有限公司,湖北祥源新材科技股份有限公司,2020,湖北祥源新材科技股份有限公司#2020,2021-04-29__湖北祥源新材科技股份有限公司__300980__祥源新材__2020年__年度报告.pdf,data/2021-04-29__湖北祥源新材科技股份有限公司__300980__祥源新材__2020年__年度报告.pdf,2020年湖北祥源新材科技股份有限公司管理费用是多少元?
matched,2691,沈阳机床股份有限公司,沈阳机床股份有限公司,2021,沈阳机床股份有限公司#2021,2022-04-16__沈阳机床股份有限公司__000410__沈阳机床__2021年__年度报告.pdf,data/2022-04-16__沈阳机床股份有限公司__000410__沈阳机床__2021年__年度报告.pdf,2021年沈阳机床营业成本是多少元?
matched,2697,江西金力永磁科技股份有限公司,江西金力永磁科技股份有限公司,2019,江西金力永磁科技股份有限公司#2019,2020-03-24__江西金力永磁科技股份有限公司__300748__金力永磁__2019年__年度报告.pdf,data/2020-03-24__江西金力永磁科技股份有限公司__300748__金力永磁__2019年__年度报告.pdf,2019年，金力永磁的证券代码是什么?
matched,2698,广东众生药业股份有限公司,广东众生药业股份有限公司,2021,广东众生药业股份有限公司#2021,2022-04-26__广东众生药业股份有限公司__002317__众生药业__2021年__年度报告.pdf,data/2022-04-26__广东众生药业股份有限公司__002317__众生药业__2021年__年度报告.pdf,众生药业2021年年报数据中，货币资金是多少元?
matched,2701,上海华谊集团股份有限公司,上海华谊集团股份有限公司,2021,上海华谊集团股份有限公司#2021,2022-03-29__上海华谊集团股份有限公司__600623__华谊集团__2021年__年度报告.pdf,data/2022-03-29__上海华谊集团股份有限公司__600623__华谊集团__2021年__年度报告.pdf,2021年上海华谊集团股份有限公司的利息支出是多少元？
matched,2703,成都天奥电子股份有限公司,成都天奥电子股份有限公司,2021,成都天奥电子股份有限公司#2021,2022-04-08__成都天奥电子股份有限公司__002935__天奥电子__2021年__年度报告.pdf,data/2022-04-08__成都天奥电子股份有限公司__002935__天奥电子__2021年__年度报告.pdf,成都天奥电子股份有限公司在2021年的每股经营现金流量具体是多少元？
matched,2705,广东顺威精密塑料股份有限公司,广东顺威精密塑料股份有限公司,2021,广东顺威精密塑料股份有限公司#2021,2022-04-29__广东顺威精密塑料股份有限公司__002676__顺威股份__2021年__年度报告.pdf,data/2022-04-29__广东顺威精密塑料股份有限公司__002676__顺威股份__2021年__年度报告.pdf,广东顺威精密塑料股份有限公司2021年期末现金及现金等价物余额是多少元?
matched,2714,广东海大集团股份有限公司,广东海大集团股份有限公司,2020,广东海大集团股份有限公司#2020,2021-04-20__广东海大集团股份有限公司__002311__海大集团__2020年__年度报告.pdf,data/2021-04-20__广东海大集团股份有限公司__002311__海大集团__2020年__年度报告.pdf,广东海大集团股份有限公司在2020年的销售费用是多少元？
matched,2715,英科医疗科技股份有限公司,英科医疗科技股份有限公司,2020,英科医疗科技股份有限公司#2020,2021-03-16__英科医疗科技股份有限公司__300677__英科医疗__2020年__年度报告.pdf,data/2021-03-16__英科医疗科技股份有限公司__300677__英科医疗__2020年__年度报告.pdf,英科医疗科技股份有限公司2020年公允价值变动收益是多少元?
matched,2718,金宇生物技术股份有限公司,金宇生物技术股份有限公司,2019,金宇生物技术股份有限公司#2019,2020-03-30__金宇生物技术股份有限公司__600201__生物股份__2019年__年度报告.pdf,data/2020-03-30__金宇生物技术股份有限公司__600201__生物股份__2019年__年度报告.pdf,生物股份2019年法定代表人是什么?
matched,2722,中国交通建设股份有限公司,中国交通建设股份有限公司,2019,中国交通建设股份有限公司#2019,2020-04-01__中国交通建设股份有限公司__601800__中国交建__2019年__年度报告.pdf,data/2020-04-01__中国交通建设股份有限公司__601800__中国交建__2019年__年度报告.pdf,2019年中国交通建设股份有限公司注册地址是什么?
matched,2723,宁波天龙电子股份有限公司,宁波天龙电子股份有限公司,2021,宁波天龙电子股份有限公司#2021,2022-04-23__宁波天龙电子股份有限公司__603266__天龙股份__2021年__年度报告.pdf,data/2022-04-23__宁波天龙电子股份有限公司__603266__天龙股份__2021年__年度报告.pdf,请问宁波天龙电子股份有限公司在2021年的资产总额是多少元？
matched,2724,金字火腿股份有限公司,金字火腿股份有限公司,2020,金字火腿股份有限公司#2020,2021-04-15__金字火腿股份有限公司__002515__金字火腿__2020年__年度报告.pdf,data/2021-04-15__金字火腿股份有限公司__002515__金字火腿__2020年__年度报告.pdf,2020年金字火腿股份有限公司营业收入是多少元?
matched,2725,山东豪迈机械科技股份有限公司,山东豪迈机械科技股份有限公司,2019,山东豪迈机械科技股份有限公司#2019,2020-03-31__山东豪迈机械科技股份有限公司__002595__豪迈科技__2019年__年度报告.pdf,data/2020-03-31__山东豪迈机械科技股份有限公司__002595__豪迈科技__2019年__年度报告.pdf,请问，山东豪迈机械科技股份有限公司的法定代表人在2019年是谁?
matched,2727,凯撒(中国)文化股份有限公司,凯撒中国文化股份有限公司,2021,凯撒中国文化股份有限公司#2021,2022-04-27__凯撒中国文化股份有限公司__002425__凯撒文化__2021年__年度报告.pdf,data/2022-04-27__凯撒中国文化股份有限公司__002425__凯撒文化__2021年__年度报告.pdf,凯撒(中国)文化股份有限公司2021年年报数据中，其他非流动金融资产是多少元?
matched,2731,龙利得智能科技股份有限公司,龙利得智能科技股份有限公司,2021,龙利得智能科技股份有限公司#2021,2022-04-27__龙利得智能科技股份有限公司__300883__龙利得__2021年__年度报告.pdf,data/2022-04-27__龙利得智能科技股份有限公司__300883__龙利得__2021年__年度报告.pdf,请问，龙利得在2021年的无形资产具体是多少元？
matched,2732,凯莱英医药集团(天津)股份有限公司,凯莱英医药集团天津股份有限公司,2019,凯莱英医药集团天津股份有限公司#2019,2020-04-09__凯莱英医药集团天津股份有限公司__002821__凯莱英__2019年__年度报告.pdf,data/2020-04-09__凯莱英医药集团天津股份有限公司__002821__凯莱英__2019年__年度报告.pdf,在2019年，凯莱英医药集团(天津)股份有限公司的办公地址是什么?
matched,2733,四川浪莎控股股份有限公司,四川浪莎控股股份有限公司,2021,四川浪莎控股股份有限公司#2021,2022-04-26__四川浪莎控股股份有限公司__600137__浪莎股份__2021年__年度报告.pdf,data/2022-04-26__四川浪莎控股股份有限公司__600137__浪莎股份__2021年__年度报告.pdf,浪莎股份2021年的货币资金是多少元？
matched,2734,深圳朗特智能控制股份有限公司,深圳朗特智能控制股份有限公司,2020,深圳朗特智能控制股份有限公司#2020,2021-04-16__深圳朗特智能控制股份有限公司__300916__朗特智能__2020年__年度报告.pdf,data/2021-04-16__深圳朗特智能控制股份有限公司__300916__朗特智能__2020年__年度报告.pdf,2020年深圳朗特智能控制股份有限公司的研发费用是多少元？
matched,2737,珠海润都制药股份有限公司,珠海润都制药股份有限公司,2019,珠海润都制药股份有限公司#2019,2020-04-17__珠海润都制药股份有限公司__002923__润都股份__2019年__年度报告.pdf,data/2020-04-17__珠海润都制药股份有限公司__002923__润都股份__2019年__年度报告.pdf,珠海润都制药股份有限公司在2019年的硕士员工人数是多少?
matched,2738,九州通医药集团股份有限公司,九州通医药集团股份有限公司,2021,九州通医药集团股份有限公司#2021,2022-04-26__九州通医药集团股份有限公司__600998__九州通__2021年__年度报告.pdf,data/2022-04-26__九州通医药集团股份有限公司__600998__九州通__2021年__年度报告.pdf,九州通2021年的货币资金是多少元？
matched,2739,国旅文化投资集团股份有限公司,国旅文化投资集团股份有限公司,2020,国旅文化投资集团股份有限公司#2020,2021-06-22__国旅文化投资集团股份有限公司__600358__国旅文化__2020年__年度报告.pdf,data/2021-06-22__国旅文化投资集团股份有限公司__600358__国旅文化__2020年__年度报告.pdf,2020年国旅文化投资集团股份有限公司的研发费用是多少元?
matched,2743,伊戈尔电气股份有限公司,伊戈尔电气股份有限公司,2019,伊戈尔电气股份有限公司#2019,2020-03-25__伊戈尔电气股份有限公司__002922__伊戈尔__2019年__年度报告.pdf,data/2020-03-25__伊戈尔电气股份有限公司__002922__伊戈尔__2019年__年度报告.pdf,伊戈尔电气股份有限公司2019年外文名称是什么?
matched,2744,江苏浩欧博生物医药股份有限公司,江苏浩欧博生物医药股份有限公司,2020,江苏浩欧博生物医药股份有限公司#2020,2021-04-15__江苏浩欧博生物医药股份有限公司__688656__浩欧博__2020年__年度报告.pdf,data/2021-04-15__江苏浩欧博生物医药股份有限公司__688656__浩欧博__2020年__年度报告.pdf,浩欧博2020年的营业收入是多少元？
matched,2749,广西五洲交通股份有限公司,广西五洲交通股份有限公司,2019,广西五洲交通股份有限公司#2019,2020-03-31__广西五洲交通股份有限公司__600368__五洲交通__2019年__年度报告.pdf,data/2020-03-31__广西五洲交通股份有限公司__600368__五洲交通__2019年__年度报告.pdf,请提供2019年五洲交通的职工总数。
matched,2755,浙江兆丰机电股份有限公司,浙江兆丰机电股份有限公司,2020,浙江兆丰机电股份有限公司#2020,2021-04-22__浙江兆丰机电股份有限公司__300695__兆丰股份__2020年__年度报告.pdf,data/2021-04-22__浙江兆丰机电股份有限公司__300695__兆丰股份__2020年__年度报告.pdf,浙江兆丰机电股份有限公司在2020年的利润总额是多少?
matched,2756,中原证券股份有限公司,中原证券股份有限公司,2020,中原证券股份有限公司#2020,2021-03-31__中原证券股份有限公司__601375__中原证券__2020年__年度报告.pdf,data/2021-03-31__中原证券股份有限公司__601375__中原证券__2020年__年度报告.pdf,中原证券2020年利息支出是多少元?
